fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,wine_type
-0.6163081459728709,1.885819382624661,-0.7494329619372796,-0.7872563490529377,1.6028059419176757,-0.9761652424574785,-1.5248906382779208,0.8239135016631309,2.3111963173822083,0.9838169683911651,-0.6274702566607989,-1.8023479546912509
-0.0786900049148843,0.8339917562815458,-2.2610772977676636,-0.6955383630931771,0.8570106142295357,-1.4086667893004263,-1.8341599177433965,0.22686668860208536,1.1208764911632136,0.39797949235372215,0.29795087254086045,-1.8023479546912509
1.3805592350996525,1.6383305293674573,-0.17356845304951424,-0.7413973560730573,0.9635528038992701,0.1359815922815306,-0.7608135948926285,0.70242141760999,0.7449860197256358,0.32474980784904184,-0.459211869533225,-1.8023479546912509
3.9150447572301634,1.0196083962244487,1.2660928191698995,-0.6955383630931771,2.0289747005966126,-1.532238659826983,-1.8341599177433965,1.972881496565429,-0.19474015886830714,-0.6272360907118016,-0.7957286437883743,-1.8023479546912509
2.9934136582736133,0.5246306897100415,1.122126691947958,-0.5923556288884464,1.8158903212571444,-1.2850949187738698,-1.470313706607543,0.9870600145344477,0.11850190066300904,1.7893434979426481,1.3075011953063067,-1.8023479546912509
2.3021903340562013,-0.5890691499473744,1.2660928191698995,-0.6496793701132968,1.2831793729084726,-1.2233089835105915,-1.579467569948299,1.1397929202012205,-0.5079822183996205,0.6176685458677632,-0.12269509527807575,-1.8023479546912509
2.455795517215627,1.1433528228530505,0.9781605647260169,-0.7413973560730573,1.5495348470828085,-1.4704527245637047,-1.8523522283001892,1.118965705792094,-0.006794923149516871,1.7161138134379679,0.7185968403597967,-1.8023479546912509
2.6862032919547634,0.09152519650993526,1.5540250736137824,-0.6038203771334164,1.0168238987341374,-1.532238659826983,-1.797775296629811,0.9315207761101492,-0.44533380649335896,0.9105872838864847,0.3820800661046474,-1.8023479546912509
0.22852036140396575,1.5145861027388554,-2.045128106934752,-0.25987792978431434,1.5495348470828085,-0.1729480840348608,-1.2520059799260308,0.48720686871591495,-1.2597631612747762,-0.407547037197761,-1.1322454180435235,-1.8023479546912509
4.2990577151287255,3.123263648910678,2.273855709723489,-0.6496793701132968,1.9757036057617452,-1.0379511777207566,-1.4521213960507502,1.7993213764895684,-0.7585758660246724,0.544438861363083,-0.12269509527807575,-1.8023479546912509
